from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT
1,,1.0000*,2,,1.0000,125.5,1000.0,12.6
1,,1.0000,39,,1.0000*,169.6,1000.0,17.0
2,,1.0000*,3,,1.0000,365.0,1000.0,36.5
2,,1.0000,25,,1.0000*,265.7,1000.0,26.6
3,,1.0000*,4,,1.0000,81.3,1000.0,8.1
3,,1.0000,18,,1.0000*,59.2,1000.0,5.9
4,,1.0000*,5,,1.0000,201.1,1000.0,20.1
4,,1.0000,14,,1.0000*,265.7,1000.0,26.6
5,,1.0000,6,,1.0000*,483.2,1000.0,48.3
5,,1.0000,8,,1.0000*,341.2,1000.0,34.1
6,,1.0000*,7,,1.0000,445.2,1000.0,44.5
6,,1.0000,11,,1.0000*,386.0,1000.0,38.6
7,,1.0000,8,,1.0000*,197.5,1000.0,19.7
8,,1.0000,9,,1.0000*,38.3,1000.0,3.8
9,,1.0000,39,,1.0000*,164.8,1000.0,16.5
10,,1.0000*,11,,1.0000,369.1,1000.0,36.9
10,,1.0000,13,,1.0000*,301.2,1000.0,30.1
13,,1.0000*,14,,1.0000,292.9,1000.0,29.3
14,,1.0000,15,,1.0000*,96.3,1000.0,9.6
15,,1.0000*,16,,1.0000,296.2,1000.0,29.6
16,,1.0000*,17,,1.0000,212.7,1000.0,21.3
16,,1.0000,19,,1.0000*,454.5,500.0,90.9
16,,1.0000,21,,1.0000*,337.0,500.0,67.4
16,,1.0000*,24,,1.0000,84.8,500.0,17.0
17,,1.0000*,18,,1.0000,194.7,500.0,38.9
17,,1.0000*,27,,1.0000,21.6,500.0,4.3
21,,1.0000,22,,1.0000*,611.1,500.0,122.2
22,,1.0000,23,,1.0000*,73.5,500.0,14.7
23,,1.0000*,24,,1.0000,354.8,500.0,71.0
25,,1.0000,26,,1.0000*,84.7,500.0,16.9
26,,1.0000,27,,1.0000*,275.7,500.0,55.1
26,,1.0000,28,,1.0000*,156.7,500.0,31.3
26,,1.0000,29,,1.0000*,207.8,500.0,41.6
28,,1.0000,29,,1.0000*,352.7,500.0,70.5
